time_ts,winter_flag,spring_flag,summer_flag,fall_flag,outdoor_temp_c,humidity_pct,cloud_cover_pct,solar_radiation_w_m2,hour_of_day,day_of_week,month_num,day_of_year,is_weekend,is_holiday,is_peak_hour,lighting_kw,hvac_kw,special_equipment_kw,use_kw,building_Hospital,building_House1,building_House10,building_House11,building_House12,building_House13,building_House14,building_House15,building_House2,building_House3,building_House4,building_House5,building_House6,building_House7,building_House8,building_House9,building_Industry1,building_Industry2,building_Industry3,building_Office1,building_Office2,building_Office3,building_Office4,building_School
2023-01-01 00:00:00,1,0,0,0,-10.0,90.13,54.57,0.0,0,6,1,1,1,1,0,0.1439,0.2182,0.4275,0.7914,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-7.27,87.44,46.9,0.0,0,6,1,1,1,1,0,0.2181,0.2745,0.6007,1.0727,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-5.3,84.28,44.39,0.0,0,6,1,1,1,1,0,0.2364,0.2911,0.5973,1.1108,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-9.21,87.04,47.92,0.0,0,6,1,1,1,1,0,0.1411,0.2428,0.4183,0.8035,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-9.19,88.36,42.89,0.0,0,6,1,1,1,1,0,0.1543,0.2241,0.4117,0.779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-8.61,88.23,38.69,0.0,0,6,1,1,1,1,0,0.1477,0.2493,0.4796,0.8713,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-10.0,89.85,64.45,0.0,0,6,1,1,1,1,0,0.1833,0.2132,0.4972,0.8933,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-10.0,90.14,58.5,0.0,0,6,1,1,1,1,0,0.3519,0.3141,0.7532,1.4093,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-9.73,89.04,47.29,0.0,0,6,1,1,1,1,0,0.1582,0.2501,0.4845,0.884,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 00:00:00,1,0,0,0,-10.0,90.04,49.23,0.0,0,6,1,1,1,1,0,0.8403,0.8078,2.798,4.5179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-01-01 00:00:00,1,0,0,0,-10.0,91.14,54.72,0.0,0,6,1,1,1,1,0,0.2256,0.3004,0.6604,1.2077,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,90.9,50.11,0.0,1,6,1,1,1,1,0,1.6887,3.539,6.3083,11.2541,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,90.93,60.72,0.0,1,6,1,1,1,1,0,0.2256,0.3835,0.6106,1.2236,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-6.83,87.37,41.97,0.0,1,6,1,1,1,1,0,0.2697,0.3308,0.6432,1.2475,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-8.74,88.44,49.27,0.0,1,6,1,1,1,1,0,0.2605,0.3494,0.5551,1.1878,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,90.03,55.4,0.0,1,6,1,1,1,1,0,0.6347,1.0003,2.5945,4.2884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-01-01 01:00:00,1,0,0,0,-10.0,87.83,50.05,0.0,1,6,1,1,1,1,0,0.7532,0.9549,2.8679,4.5344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-8.31,86.65,40.29,0.0,1,6,1,1,1,1,0,0.2193,0.3969,0.5529,1.1647,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-9.33,87.85,38.02,0.0,1,6,1,1,1,1,0,0.2599,0.4039,0.5616,1.2106,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-5.16,83.66,31.06,0.0,1,6,1,1,1,1,0,0.3177,0.382,0.7241,1.3984,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-9.3,88.01,58.86,0.0,1,6,1,1,1,1,0,0.1436,0.2625,0.4261,0.8318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,89.8,44.48,0.0,1,6,1,1,1,1,0,0.2455,0.4004,0.6082,1.2626,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-5.05,83.47,48.75,0.0,1,6,1,1,1,1,0,0.295,0.3718,0.6599,1.3197,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,90.62,38.1,0.0,1,6,1,1,1,1,0,0.4856,0.7142,1.9604,3.1343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-01-01 01:00:00,1,0,0,0,-5.88,84.95,29.81,0.0,1,6,1,1,1,1,0,2.2394,1.9319,17.1313,21.4336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,90.41,58.92,0.0,1,6,1,1,1,1,0,0.4429,0.5261,0.8506,1.8299,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-8.32,88.42,38.95,0.0,1,6,1,1,1,1,0,1.7836,1.9006,16.3834,20.3139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,88.66,55.9,0.0,1,6,1,1,1,1,0,0.2839,0.3478,0.595,1.2361,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-5.06,85.66,51.21,0.0,1,6,1,1,1,1,0,2.1483,1.7405,14.2773,18.3368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-8.18,87.0,35.66,0.0,1,6,1,1,1,1,0,0.8006,0.898,2.4888,4.2209,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,91.05,47.44,0.0,1,6,1,1,1,1,0,0.1987,0.3493,0.5326,1.1191,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,89.97,67.55,0.0,1,6,1,1,1,1,0,0.2884,0.4353,0.7094,1.4336,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-8.64,87.09,53.41,0.0,1,6,1,1,1,1,0,0.3947,0.4905,0.8841,1.7617,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-8.81,87.07,39.14,0.0,1,6,1,1,1,1,0,0.1472,0.2919,0.4481,0.8973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-01-01 01:00:00,1,0,0,0,-10.0,91.67,37.11,0.0,1,6,1,1,1,1,0,1.1115,0.9304,3.114,5.0798,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,90.79,52.78,0.0,2,6,1,1,1,1,0,0.5489,0.8352,2.2661,3.6265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-01-01 02:00:00,1,0,0,0,-8.14,88.57,40.75,0.0,2,6,1,1,1,1,0,0.2627,0.4593,0.5986,1.302,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,87.44,46.57,0.0,2,6,1,1,1,1,0,0.2809,0.3832,0.6071,1.2754,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-7.14,85.88,41.35,0.0,2,6,1,1,1,1,0,0.5723,0.9796,2.5155,4.069,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-01-01 02:00:00,1,0,0,0,-8.0,86.42,45.44,0.0,2,6,1,1,1,1,0,0.3962,0.5803,0.7998,1.7708,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,90.71,38.84,0.0,2,6,1,1,1,1,0,1.7212,3.6485,5.9951,11.4253,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,88.62,57.85,0.0,2,6,1,1,1,1,0,0.6604,1.0241,2.6328,4.2978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-4.27,82.46,43.71,0.0,2,6,1,1,1,1,0,0.2981,0.4679,0.7104,1.5057,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,90.7,51.5,0.0,2,6,1,1,1,1,0,0.2893,0.5745,0.8056,1.6614,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,90.78,39.66,0.0,2,6,1,1,1,1,0,0.4531,0.7603,1.942,3.1747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-01-01 02:00:00,1,0,0,0,-8.06,86.43,36.78,0.0,2,6,1,1,1,1,0,0.1513,0.3344,0.4427,0.9213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,92.25,30.59,0.0,2,6,1,1,1,1,0,0.2096,0.4317,0.5177,1.1705,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-7.2,87.33,44.6,0.0,2,6,1,1,1,1,0,1.9487,2.2623,16.2649,20.4618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-4.37,83.98,49.27,0.0,2,6,1,1,1,1,0,2.2846,2.094,19.7587,24.5773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,89.94,54.14,0.0,2,6,1,1,1,1,0,0.4495,0.6713,0.8093,1.938,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,91.61,46.74,0.0,2,6,1,1,1,1,0,0.9481,1.0186,2.8096,4.7579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-01-01 02:00:00,1,0,0,0,-5.17,84.33,38.23,0.0,2,6,1,1,1,1,0,2.2763,2.5388,17.2438,22.1185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,90.99,51.24,0.0,2,6,1,1,1,1,0,0.2336,0.5188,0.61,1.354,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-8.57,87.62,63.62,0.0,2,6,1,1,1,1,0,0.1429,0.3304,0.4435,0.9057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-7.72,87.65,48.28,0.0,2,6,1,1,1,1,0,0.2204,0.4375,0.6084,1.2739,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-8.63,87.86,49.96,0.0,2,6,1,1,1,1,0,0.2588,0.4552,0.5759,1.3044,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-10.0,91.59,52.21,0.0,2,6,1,1,1,1,0,0.2318,0.4707,0.599,1.2973,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-5.7,85.9,48.1,0.0,2,6,1,1,1,1,0,0.2842,0.4088,0.6677,1.3845,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 02:00:00,1,0,0,0,-4.49,81.98,22.17,0.0,2,6,1,1,1,1,0,0.313,0.5017,0.7097,1.5413,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-3.46,80.51,16.14,0.0,3,6,1,1,1,1,0,0.3136,0.5172,0.7464,1.5665,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-10.0,90.08,54.03,0.0,3,6,1,1,1,1,0,0.4485,0.6998,0.8204,1.9444,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-7.75,87.27,41.61,0.0,3,6,1,1,1,1,0,0.2617,0.5588,0.5412,1.3477,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-10.0,90.32,42.14,0.0,3,6,1,1,1,1,0,0.4151,0.8014,1.8221,3.0739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-01-01 03:00:00,1,0,0,0,-10.0,86.65,40.61,0.0,3,6,1,1,1,1,0,0.2876,0.4396,0.6273,1.3684,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-10.0,87.81,53.48,0.0,3,6,1,1,1,1,0,0.6985,1.1093,2.665,4.449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-7.2,87.2,31.03,0.0,3,6,1,1,1,1,0,0.259,0.4584,0.5989,1.3292,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-10.0,92.51,45.07,0.0,3,6,1,1,1,1,0,0.2371,0.5043,0.631,1.408,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-9.81,90.44,34.33,0.0,3,6,1,1,1,1,0,1.6233,4.4524,6.0594,11.9859,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-6.56,87.64,41.74,0.0,3,6,1,1,1,1,0,0.2102,0.4542,0.5934,1.2393,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-7.37,86.42,53.21,0.0,3,6,1,1,1,1,0,0.151,0.3503,0.4498,0.9451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-9.59,90.56,64.24,0.0,3,6,1,1,1,1,0,0.23,0.5847,0.569,1.3788,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-4.05,82.73,34.34,0.0,3,6,1,1,1,1,0,2.1317,2.3473,14.1442,18.3032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-3.37,82.8,46.45,0.0,3,6,1,1,1,1,0,2.2949,1.8795,18.1381,22.0927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-6.06,86.47,41.59,0.0,3,6,1,1,1,1,0,1.8673,2.234,16.0113,19.9008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-10.0,90.54,48.42,0.0,3,6,1,1,1,1,0,0.2818,0.6816,0.7645,1.7399,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-5.97,86.07,46.66,0.0,3,6,1,1,1,1,0,0.5362,0.9209,2.3778,3.8246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-01-01 03:00:00,1,0,0,0,-10.0,92.52,47.31,0.0,3,6,1,1,1,1,0,0.7104,1.2218,2.5336,4.5433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-01-01 03:00:00,1,0,0,0,-3.08,82.08,58.87,0.0,3,6,1,1,1,1,0,0.2751,0.5933,0.6531,1.5471,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-6.96,85.77,29.37,0.0,3,6,1,1,1,1,0,0.148,0.3356,0.4663,0.9486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-4.67,84.35,49.18,0.0,3,6,1,1,1,1,0,0.2893,0.4557,0.6601,1.4276,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-6.66,83.69,52.59,0.0,3,6,1,1,1,1,0,0.3872,0.6583,0.8618,1.9402,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 03:00:00,1,0,0,0,-8.93,89.74,56.55,0.0,3,6,1,1,1,1,0,0.5503,1.1631,2.4084,4.0423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-01-01 03:00:00,1,0,0,0,-10.0,91.7,29.69,0.0,3,6,1,1,1,1,0,0.2089,0.4986,0.5155,1.2262,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-6.56,86.7,35.04,0.0,4,6,1,1,1,1,0,0.2687,0.5903,0.5754,1.4325,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-1.88,81.6,37.42,0.0,4,6,1,1,1,1,0,2.2823,2.1831,18.6705,23.7142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-4.54,83.94,42.2,0.0,4,6,1,1,1,1,0,0.5566,0.9422,2.3325,3.8018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-01-01 04:00:00,1,0,0,0,-7.56,88.78,50.83,0.0,4,6,1,1,1,1,0,0.5421,0.8515,2.4543,3.8024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-01-01 04:00:00,1,0,0,0,-2.43,80.6,38.69,0.0,4,6,1,1,1,1,0,2.4579,2.698,15.602,20.9353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-10.0,89.93,55.96,0.0,4,6,1,1,1,1,0,0.2992,0.7962,0.7792,1.8657,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-1.52,81.75,47.83,0.0,4,6,1,1,1,1,0,0.2907,0.6387,0.6785,1.6175,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-5.54,83.67,30.03,0.0,4,6,1,1,1,1,0,0.1485,0.3457,0.4602,0.9395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-8.14,88.9,62.37,0.0,4,6,1,1,1,1,0,0.2374,0.6785,0.634,1.546,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-9.35,87.39,41.71,0.0,4,6,1,1,1,1,0,0.7016,1.1227,2.8609,4.7066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-6.23,85.4,59.88,0.0,4,6,1,1,1,1,0,0.1508,0.3289,0.4156,0.8826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-5.53,86.28,30.17,0.0,4,6,1,1,1,1,0,0.2609,0.533,0.5291,1.3103,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-10.0,90.92,44.17,0.0,4,6,1,1,1,1,0,0.389,0.6735,1.9057,2.9871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-01-01 04:00:00,1,0,0,0,-3.06,82.23,41.52,0.0,4,6,1,1,1,1,0,0.2784,0.5228,0.6605,1.4703,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-5.08,86.43,42.5,0.0,4,6,1,1,1,1,0,0.2193,0.4466,0.5639,1.1988,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-01-01 04:00:00,1,0,0,0,-10.0,92.62,50.15,0.0,4,6,1,1,1,1,0,0.2258,0.6385,0.6106,1.4574,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
